"Statistic","Chrom","Gene name","Population","stat"
"Fu.Li.F","chr16","ABCA17P","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","ABCC11","SAM","Fu and Li's F"
"Fu.Li.F","chr16","ABCC12","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","ABCC6","TON","Fu and Li's F"
"Fu.Li.F","chr16","ACD","NZM","Fu and Li's F"
"Fu.Li.F","chr16","ADAT1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","B3GNT9","NZM","Fu and Li's F"
"Fu.Li.F","chr16","BOLA2","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","C16orf52","CIM","Fu and Li's F"
"Fu.Li.F","chr16","C16orf59","NZM","Fu and Li's F"
"Fu.Li.F","chr16","C16orf70","NZM","Fu and Li's F"
"Fu.Li.F","chr16","C16orf86","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CARMIL2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CCNF","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CD2BP2","CIM","Fu and Li's F"
"Fu.Li.F","chr16","CDH11","CIM","Fu and Li's F"
"Fu.Li.F","chr16","CDR2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CENPT","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CES2","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","CES3","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","CES4A","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","CFDP1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CHST4","TON","Fu and Li's F"
"Fu.Li.F","chr16","CHST6","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CHTF8","CIM","Fu and Li's F"
"Fu.Li.F","chr16","CLN3","CIM","Fu and Li's F"
"Fu.Li.F","chr16","CLUAP1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","COG7","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","CTCF","NZM","Fu and Li's F"
"Fu.Li.F","chr16","CTRL","NZM","Fu and Li's F"
"Fu.Li.F","chr16","DCTPP1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","DDX19A","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","DDX19B","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","DDX28","CIM","Fu and Li's F"
"Fu.Li.F","chr16","DNAH3","NZM","Fu and Li's F"
"Fu.Li.F","chr16","DNAJA2","TON","Fu and Li's F"
"Fu.Li.F","chr16","DNASE1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","DPEP2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","DPEP3","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","DUS2","CIM","Fu and Li's F"
"Fu.Li.F","chr16","E2F4","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","EDC4","NZM","Fu and Li's F"
"Fu.Li.F","chr16","EEF2K","NZM","Fu and Li's F"
"Fu.Li.F","chr16","ELMO3","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","ENKD1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","EXOC3L1","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","FAM65A","TON","Fu and Li's F"
"Fu.Li.F","chr16","FAM96B","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","FBXL8","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","FHOD1","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","GFOD2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","GTF3C1","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","HSF4","NZM","Fu and Li's F"
"Fu.Li.F","chr16","IGSF6","CIM","Fu and Li's F"
"Fu.Li.F","chr16","IL21R","CIM","Fu and Li's F"
"Fu.Li.F","chr16","IL21R-AS1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","IQCK","CIM","Fu and Li's F"
"Fu.Li.F","chr16","IST1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","KARS","CIM","Fu and Li's F"
"Fu.Li.F","chr16","KCTD19","SAM","Fu and Li's F"
"Fu.Li.F","chr16","KCTD5","SAM","Fu and Li's F"
"Fu.Li.F","chr16","KIAA0556","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","KIAA0895L","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","LCAT","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","LOC100506083","CIM","Fu and Li's F"
"Fu.Li.F","chr16","LRRC29","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","LYRM1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","METTL9","CIM","Fu and Li's F"
"Fu.Li.F","chr16","MIR1225","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","MIR3180-5","NZM","Fu and Li's F"
"Fu.Li.F","chr16","MIR328","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","MIR4516","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","MKL2","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","MTRNR2L4","CIM","Fu and Li's F"
"Fu.Li.F","chr16","MVP","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","MYLPF","CIM","Fu and Li's F"
"Fu.Li.F","chr16","NFAT5","NZM","Fu and Li's F"
"Fu.Li.F","chr16","NFATC3","SAM","Fu and Li's F"
"Fu.Li.F","chr16","NKD1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr16","NLRC3","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","NOL3","NZM","Fu and Li's F"
"Fu.Li.F","chr16","NOMO3","TON","Fu and Li's F"
"Fu.Li.F","chr16","NRN1L","NZM","Fu and Li's F"
"Fu.Li.F","chr16","NTHL1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","NTN3","NZM","Fu and Li's F"
"Fu.Li.F","chr16","NUP93","SAM","Fu and Li's F"
"Fu.Li.F","chr16","NUTF2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","OR2C1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","OTOA","CIM","Fu and Li's F"
"Fu.Li.F","chr16","PARD6A","NZM","Fu and Li's F"
"Fu.Li.F","chr16","PHKB","NZM","Fu and Li's F"
"Fu.Li.F","chr16","PHLPP2","SAM","Fu and Li's F"
"Fu.Li.F","chr16","PKD1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","PLA2G15","SAM","Fu and Li's F"
"Fu.Li.F","chr16","PLEKHG4","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","POLR3E","NZM","Fu and Li's F"
"Fu.Li.F","chr16","PRSS27","SAM","Fu and Li's F"
"Fu.Li.F","chr16","PSKH1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","PSMB10","NZM","Fu and Li's F"
"Fu.Li.F","chr16","PYDC1","SAM","Fu and Li's F"
"Fu.Li.F","chr16","RAB26","CIM","Fu and Li's F"
"Fu.Li.F","chr16","RANBP10","NZM","Fu and Li's F"
"Fu.Li.F","chr16","RBL2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","RRAD","NZM","Fu and Li's F"
"Fu.Li.F","chr16","RSPRY1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","SDR42E1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","SEPT1","CIM","Fu and Li's F"
"Fu.Li.F","chr16","SIAH1","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr16","SLC12A4","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","SLC9A5","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","SLX4","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","SMG1P5","CIM","Fu and Li's F"
"Fu.Li.F","chr16","SNORA70D","SAM","Fu and Li's F"
"Fu.Li.F","chr16","SNORD60","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr16","ST3GAL2","CIM","Fu and Li's F"
"Fu.Li.F","chr16","TBC1D10B","CIM","Fu and Li's F"
"Fu.Li.F","chr16","TERF2IP","CIM","Fu and Li's F"
"Fu.Li.F","chr16","THAP11","NZM","Fu and Li's F"
"Fu.Li.F","chr16","TMEM170A","NZM","Fu and Li's F"
"Fu.Li.F","chr16","TMEM208","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr16","TRADD","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr16","TRAF7","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr16","TRAP1","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr16","TRIM72","SAM","Fu and Li's F"
"Fu.Li.F","chr16","TSC2","CIM, NZM, TON","Fu and Li's F"
"Fu.Li.F","chr16","TSNAXIP1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","UNKL","CIM","Fu and Li's F"
"Fu.Li.F","chr16","UQCRC2","NZM","Fu and Li's F"
"Fu.Li.F","chr16","UTP4","CIM","Fu and Li's F"
"Fu.Li.F","chr16","XPO6","CIM","Fu and Li's F"
"Fu.Li.F","chr16","ZDHHC1","NZM","Fu and Li's F"
"Fu.Li.F","chr16","ZFHX3","SAM","Fu and Li's F"
"Fu.Li.F","chr16","ZNF19","TON","Fu and Li's F"
"Fu.Li.F","chr16","ZNF23","TON","Fu and Li's F"
"Fu.Li.F","chr16","ZNF48","CIM","Fu and Li's F"
"Fu.Li.F","chr16","ZNF771","NZM","Fu and Li's F"
"Fu.Li.F","chr16","ZNF821","CIM","Fu and Li's F"
"Fu.Li.F","chr16","ZSCAN32","CIM","Fu and Li's F"
"Fu.Li.F","chr17","AARSD1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","AATF","SAM","Fu and Li's F"
"Fu.Li.F","chr17","ABCA5","SAM","Fu and Li's F"
"Fu.Li.F","chr17","ABCA9","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ADAP2","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ALDOC","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ANKFN1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","ANKFY1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","AOC2","SAM","Fu and Li's F"
"Fu.Li.F","chr17","AOC3","SAM","Fu and Li's F"
"Fu.Li.F","chr17","AOC4P","SAM","Fu and Li's F"
"Fu.Li.F","chr17","APOH","TON","Fu and Li's F"
"Fu.Li.F","chr17","ARHGAP23","SAM","Fu and Li's F"
"Fu.Li.F","chr17","ARMC7","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ASB16","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ASB16-AS1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","ATP6V0A1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","ATXN7L3","CIM","Fu and Li's F"
"Fu.Li.F","chr17","BAHCC1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","BCAS3","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","BECN1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","BLMH","CIM","Fu and Li's F"
"Fu.Li.F","chr17","C17orf47","SAM","Fu and Li's F"
"Fu.Li.F","chr17","C17orf53","CIM","Fu and Li's F"
"Fu.Li.F","chr17","CACNA1G","SAM","Fu and Li's F"
"Fu.Li.F","chr17","CACNA1G-AS1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","CCDC144CP","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","CCDC57","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","CCR10","SAM","Fu and Li's F"
"Fu.Li.F","chr17","CD300LG","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","CEP112","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","CEP95","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","CNTD1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","CNTNAP1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","COA3","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","CPD","CIM","Fu and Li's F"
"Fu.Li.F","chr17","CTC1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","CUEDC1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","CYTH1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","DDX5","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","DPRXP4","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","EFCAB5","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","EPX","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","ERN1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","EVPL","NZM","Fu and Li's F"
"Fu.Li.F","chr17","EZH1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","FASN","TON","Fu and Li's F"
"Fu.Li.F","chr17","FOXJ1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","FOXN1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","G6PC","SAM","Fu and Li's F"
"Fu.Li.F","chr17","GGA3","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","GJD3","SAM","Fu and Li's F"
"Fu.Li.F","chr17","GPR179","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","GRB2","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","HDAC5","CIM","Fu and Li's F"
"Fu.Li.F","chr17","HELZ","SAM","Fu and Li's F"
"Fu.Li.F","chr17","HN1","CIM","Fu and Li's F"
"Fu.Li.F","chr17","HSF5","SAM","Fu and Li's F"
"Fu.Li.F","chr17","IFI35","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","IKZF3","NZM","Fu and Li's F"
"Fu.Li.F","chr17","KIAA0100","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr17","KRT18P55","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr17","LINC00324","NZM","Fu and Li's F"
"Fu.Li.F","chr17","LINC00671","SAM","Fu and Li's F"
"Fu.Li.F","chr17","LOC100287042","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","LOC728392","NZM","Fu and Li's F"
"Fu.Li.F","chr17","LPO","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","METTL16","CIM","Fu and Li's F"
"Fu.Li.F","chr17","MIF4GD","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","MILR1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","MIR142","TON","Fu and Li's F"
"Fu.Li.F","chr17","MIR2909","SAM","Fu and Li's F"
"Fu.Li.F","chr17","MIR3064","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","MIR4523","TON","Fu and Li's F"
"Fu.Li.F","chr17","MIR4736","TON","Fu and Li's F"
"Fu.Li.F","chr17","MIR5047","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","MKS1","CIM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","MPO","TON","Fu and Li's F"
"Fu.Li.F","chr17","MPP3","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","MPRIP","CIM","Fu and Li's F"
"Fu.Li.F","chr17","MRPL45","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","MRPS7","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","MSX2P1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","MTMR4","SAM","Fu and Li's F"
"Fu.Li.F","chr17","NARR","TON","Fu and Li's F"
"Fu.Li.F","chr17","NCOR1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","NEK8","TON","Fu and Li's F"
"Fu.Li.F","chr17","NLK","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr17","NLRP1","NZM, TON","Fu and Li's F"
"Fu.Li.F","chr17","NT5C","CIM","Fu and Li's F"
"Fu.Li.F","chr17","NTN1","TON","Fu and Li's F"
"Fu.Li.F","chr17","NUP85","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","OR1G1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","OR4D1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","OR4D2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","PCTP","NZM","Fu and Li's F"
"Fu.Li.F","chr17","PELP1","TON","Fu and Li's F"
"Fu.Li.F","chr17","PFAS","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","PIGS","CIM","Fu and Li's F"
"Fu.Li.F","chr17","PLEKHH3","SAM","Fu and Li's F"
"Fu.Li.F","chr17","POLG2","NZM","Fu and Li's F"
"Fu.Li.F","chr17","PPM1D","NZM","Fu and Li's F"
"Fu.Li.F","chr17","PROCA1","TON","Fu and Li's F"
"Fu.Li.F","chr17","PSME3","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","PTGES3L","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","PTGES3L-AARSD1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","PYY2","CIM","Fu and Li's F"
"Fu.Li.F","chr17","RAB34","TON","Fu and Li's F"
"Fu.Li.F","chr17","RAMP2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","RAMP2-AS1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","RANGRF","NZM","Fu and Li's F"
"Fu.Li.F","chr17","RARA","SAM","Fu and Li's F"
"Fu.Li.F","chr17","RGS9","TON","Fu and Li's F"
"Fu.Li.F","chr17","RND2","NZM","Fu and Li's F"
"Fu.Li.F","chr17","RNF135","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","RNF157","NZM","Fu and Li's F"
"Fu.Li.F","chr17","RNF157-AS1","NZM","Fu and Li's F"
"Fu.Li.F","chr17","RNF43","TON","Fu and Li's F"
"Fu.Li.F","chr17","RPL23A","TON","Fu and Li's F"
"Fu.Li.F","chr17","RPL27","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","RUNDC1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SDF2","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr17","SEPT4","SAM","Fu and Li's F"
"Fu.Li.F","chr17","SGK494","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SLC13A2","CIM","Fu and Li's F"
"Fu.Li.F","chr17","SLC25A19","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SLC25A35","NZM","Fu and Li's F"
"Fu.Li.F","chr17","SLC6A4","CIM","Fu and Li's F"
"Fu.Li.F","chr17","SMURF2","CIM, NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SNORD42A","TON","Fu and Li's F"
"Fu.Li.F","chr17","SNORD42B","TON","Fu and Li's F"
"Fu.Li.F","chr17","SNORD4A","TON","Fu and Li's F"
"Fu.Li.F","chr17","SNORD4B","TON","Fu and Li's F"
"Fu.Li.F","chr17","SOCS7","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr17","SPAG5","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SPAG5-AS1","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","SPATA20","SAM","Fu and Li's F"
"Fu.Li.F","chr17","SPECC1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","SPOP","TON","Fu and Li's F"
"Fu.Li.F","chr17","SRCIN1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","STAT5B","SAM","Fu and Li's F"
"Fu.Li.F","chr17","SUMO2","CIM","Fu and Li's F"
"Fu.Li.F","chr17","SUPT4H1","TON","Fu and Li's F"
"Fu.Li.F","chr17","SUPT6H","TON","Fu and Li's F"
"Fu.Li.F","chr17","TAOK1","TON","Fu and Li's F"
"Fu.Li.F","chr17","TEX14","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TEX19","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TEX2","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TLCD1","TON","Fu and Li's F"
"Fu.Li.F","chr17","TMEM99","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TMUB2","CIM","Fu and Li's F"
"Fu.Li.F","chr17","TOP2A","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TRAF4","TON","Fu and Li's F"
"Fu.Li.F","chr17","TSPOAP1","TON","Fu and Li's F"
"Fu.Li.F","chr17","TSPOAP1-AS1","TON","Fu and Li's F"
"Fu.Li.F","chr17","TTYH2","SAM","Fu and Li's F"
"Fu.Li.F","chr17","TUBG2","SAM","Fu and Li's F"
"Fu.Li.F","chr17","ULK2","NZM","Fu and Li's F"
"Fu.Li.F","chr17","VAT1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr17","VMP1","SAM","Fu and Li's F"
"Fu.Li.F","chr17","VPS25","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","WNK4","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr17","ZZEF1","NZM","Fu and Li's F"
"Fu.Li.F","chr18","ASXL3","CIM, SAM","Fu and Li's F"
"Fu.Li.F","chr18","C18orf54","SAM","Fu and Li's F"
"Fu.Li.F","chr18","CCDC178","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr18","CDH2","SAM","Fu and Li's F"
"Fu.Li.F","chr18","CDH20","SAM","Fu and Li's F"
"Fu.Li.F","chr18","DTNA","CIM","Fu and Li's F"
"Fu.Li.F","chr18","FBXO15","NZM","Fu and Li's F"
"Fu.Li.F","chr18","IMPACT","CIM","Fu and Li's F"
"Fu.Li.F","chr18","KIAA1328","CIM","Fu and Li's F"
"Fu.Li.F","chr18","L3MBTL4","SAM","Fu and Li's F"
"Fu.Li.F","chr18","LINC00907","NZM","Fu and Li's F"
"Fu.Li.F","chr18","MBD2","SAM","Fu and Li's F"
"Fu.Li.F","chr18","POLI","SAM","Fu and Li's F"
"Fu.Li.F","chr18","PTPRM","SAM","Fu and Li's F"
"Fu.Li.F","chr18","RBBP8","SAM","Fu and Li's F"
"Fu.Li.F","chr18","RIT2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr18","RTTN","CIM","Fu and Li's F"
"Fu.Li.F","chr18","SNORA37","SAM","Fu and Li's F"
"Fu.Li.F","chr18","STARD6","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr18","TAF4B","CIM","Fu and Li's F"
"Fu.Li.F","chr18","TXNL1","CIM","Fu and Li's F"
"Fu.Li.F","chr18","TXNL4A","CIM","Fu and Li's F"
"Fu.Li.F","chr18","WDR7","CIM, NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr18","ZNF236","CIM","Fu and Li's F"
"Fu.Li.F","chr18","ZNF407","NZM, SAM, TON","Fu and Li's F"
"Fu.Li.F","chr19","ACTN4","TON","Fu and Li's F"
"Fu.Li.F","chr19","ADGRL1","CIM","Fu and Li's F"
"Fu.Li.F","chr19","AKAP8","TON","Fu and Li's F"
"Fu.Li.F","chr19","ATCAY","SAM","Fu and Li's F"
"Fu.Li.F","chr19","CALR","NZM","Fu and Li's F"
"Fu.Li.F","chr19","CATSPERD","NZM","Fu and Li's F"
"Fu.Li.F","chr19","CPAMD8","CIM","Fu and Li's F"
"Fu.Li.F","chr19","DAND5","NZM","Fu and Li's F"
"Fu.Li.F","chr19","DHX34","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr19","ECSIT","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ELAVL3","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr19","FARSA","NZM","Fu and Li's F"
"Fu.Li.F","chr19","GADD45GIP1","NZM","Fu and Li's F"
"Fu.Li.F","chr19","GATAD2A","SAM","Fu and Li's F"
"Fu.Li.F","chr19","GOLGA2P9","SAM","Fu and Li's F"
"Fu.Li.F","chr19","HAPLN4","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr19","HDGFRP2","NZM","Fu and Li's F"
"Fu.Li.F","chr19","HOOK2","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr19","JUNB","NZM","Fu and Li's F"
"Fu.Li.F","chr19","LILRA1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr19","LILRA2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr19","LMTK3","NZM","Fu and Li's F"
"Fu.Li.F","chr19","LONP1","NZM","Fu and Li's F"
"Fu.Li.F","chr19","NCAN","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr19","NFIX","NZM","Fu and Li's F"
"Fu.Li.F","chr19","NKPD1","TON","Fu and Li's F"
"Fu.Li.F","chr19","NWD1","CIM","Fu and Li's F"
"Fu.Li.F","chr19","OR7C1","TON","Fu and Li's F"
"Fu.Li.F","chr19","PLEKHA4","TON","Fu and Li's F"
"Fu.Li.F","chr19","PPP1R37","TON","Fu and Li's F"
"Fu.Li.F","chr19","PRDX2","NZM","Fu and Li's F"
"Fu.Li.F","chr19","PRKCSH","NZM","Fu and Li's F"
"Fu.Li.F","chr19","RAD23A","NZM","Fu and Li's F"
"Fu.Li.F","chr19","RASGRP4","CIM","Fu and Li's F"
"Fu.Li.F","chr19","RYR1","CIM","Fu and Li's F"
"Fu.Li.F","chr19","SIPA1L3","NZM","Fu and Li's F"
"Fu.Li.F","chr19","SMARCA4","TON","Fu and Li's F"
"Fu.Li.F","chr19","SNORD41","NZM","Fu and Li's F"
"Fu.Li.F","chr19","SUGP1","NZM, SAM","Fu and Li's F"
"Fu.Li.F","chr19","SYCE2","NZM","Fu and Li's F"
"Fu.Li.F","chr19","THEG5","SAM","Fu and Li's F"
"Fu.Li.F","chr19","TM6SF2","NZM","Fu and Li's F"
"Fu.Li.F","chr19","TNPO2","NZM","Fu and Li's F"
"Fu.Li.F","chr19","UNC13A","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF100","CIM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF253","TON","Fu and Li's F"
"Fu.Li.F","chr19","ZNF439","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF440","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF492","SAM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF546","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF554","SAM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF57","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr19","ZNF583","TON","Fu and Li's F"
"Fu.Li.F","chr19","ZNF653","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF667","CIM, TON","Fu and Li's F"
"Fu.Li.F","chr19","ZNF700","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF763","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF780A","NZM","Fu and Li's F"
"Fu.Li.F","chr19","ZNF780B","NZM","Fu and Li's F"
"Fu.Li.F","chr20","ACSS2","NZM","Fu and Li's F"
"Fu.Li.F","chr20","ACTL10","TON","Fu and Li's F"
"Fu.Li.F","chr20","ADIG","CIM","Fu and Li's F"
"Fu.Li.F","chr20","ASXL1","NZM","Fu and Li's F"
"Fu.Li.F","chr20","ATRN","CIM","Fu and Li's F"
"Fu.Li.F","chr20","BCL2L1","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","C20orf144","TON","Fu and Li's F"
"Fu.Li.F","chr20","C20orf24","NZM","Fu and Li's F"
"Fu.Li.F","chr20","CBFA2T2","TON","Fu and Li's F"
"Fu.Li.F","chr20","CHD6","CIM, NZM","Fu and Li's F"
"Fu.Li.F","chr20","COX4I2","SAM, TON","Fu and Li's F"
"Fu.Li.F","chr20","DHX35","NZM","Fu and Li's F"
